FeatureCode,DateCode,Measurement,Units,Value,Population Group,Breastfeeding Data Collection Time
S12000036,2010/2011,Ratio,Percent Of Babies,42.14,Exclusively Breastfed,6 To 8 Week Review
S12000038,2010/2011,Ratio,Percent Of Babies,37.68,Breastfed,First Visit
S12000038,2010/2011,Ratio,Percent Of Babies,28.56,Exclusively Breastfed,First Visit
S12000038,2010/2011,Ratio,Percent Of Babies,29.76,Breastfed,6 To 8 Week Review
S12000038,2010/2011,Ratio,Percent Of Babies,21.07,Exclusively Breastfed,6 To 8 Week Review
S12000039,2010/2011,Ratio,Percent Of Babies,27.35,Breastfed,First Visit
S12000039,2010/2011,Ratio,Percent Of Babies,20.46,Exclusively Breastfed,First Visit
S12000039,2010/2011,Ratio,Percent Of Babies,18.01,Breastfed,6 To 8 Week Review
S12000039,2010/2011,Ratio,Percent Of Babies,12.88,Exclusively Breastfed,6 To 8 Week Review
S12000040,2010/2011,Ratio,Percent Of Babies,45.08,Breastfed,First Visit
S12000040,2010/2011,Ratio,Percent Of Babies,35.29,Exclusively Breastfed,First Visit
S12000040,2010/2011,Ratio,Percent Of Babies,34.27,Breastfed,6 To 8 Week Review
S12000040,2010/2011,Ratio,Percent Of Babies,24.57,Exclusively Breastfed,6 To 8 Week Review
S12000041,2010/2011,Ratio,Percent Of Babies,44.59,Breastfed,First Visit
S12000041,2010/2011,Ratio,Percent Of Babies,38.03,Exclusively Breastfed,First Visit
S12000041,2010/2011,Ratio,Percent Of Babies,32.1,Breastfed,6 To 8 Week Review
S12000041,2010/2011,Ratio,Percent Of Babies,24.68,Exclusively Breastfed,6 To 8 Week Review
S12000042,2010/2011,Ratio,Percent Of Babies,40.43,Breastfed,First Visit
S12000042,2010/2011,Ratio,Percent Of Babies,33.13,Exclusively Breastfed,First Visit
S12000042,2010/2011,Ratio,Percent Of Babies,31.78,Breastfed,6 To 8 Week Review
S12000042,2010/2011,Ratio,Percent Of Babies,22.06,Exclusively Breastfed,6 To 8 Week Review
S12000045,2010/2011,Ratio,Percent Of Babies,49.46,Breastfed,First Visit
S12000045,2010/2011,Ratio,Percent Of Babies,37.55,Exclusively Breastfed,First Visit
S12000045,2010/2011,Ratio,Percent Of Babies,42.26,Breastfed,6 To 8 Week Review
S12000045,2010/2011,Ratio,Percent Of Babies,30.04,Exclusively Breastfed,6 To 8 Week Review
S12000047,2010/2011,Ratio,Percent Of Babies,45.47,Breastfed,First Visit
S12000047,2010/2011,Ratio,Percent Of Babies,36.66,Exclusively Breastfed,First Visit
S12000047,2010/2011,Ratio,Percent Of Babies,34.21,Breastfed,6 To 8 Week Review
S12000047,2010/2011,Ratio,Percent Of Babies,25.47,Exclusively Breastfed,6 To 8 Week Review
S12000048,2010/2011,Ratio,Percent Of Babies,58.16,Breastfed,First Visit
S12000048,2010/2011,Ratio,Percent Of Babies,47.72,Exclusively Breastfed,First Visit
S12000048,2010/2011,Ratio,Percent Of Babies,46.44,Breastfed,6 To 8 Week Review
S12000048,2010/2011,Ratio,Percent Of Babies,31.46,Exclusively Breastfed,6 To 8 Week Review
S12000005,2011/2012,Ratio,Percent Of Babies,37.03,Breastfed,First Visit
S12000005,2011/2012,Ratio,Percent Of Babies,27.55,Exclusively Breastfed,First Visit
S12000005,2011/2012,Ratio,Percent Of Babies,27.39,Breastfed,6 To 8 Week Review
S12000005,2011/2012,Ratio,Percent Of Babies,21.95,Exclusively Breastfed,6 To 8 Week Review
S12000006,2011/2012,Ratio,Percent Of Babies,43.66,Breastfed,First Visit
S12000006,2011/2012,Ratio,Percent Of Babies,34,Exclusively Breastfed,First Visit
S12000006,2011/2012,Ratio,Percent Of Babies,32.12,Breastfed,6 To 8 Week Review
S12000006,2011/2012,Ratio,Percent Of Babies,23.62,Exclusively Breastfed,6 To 8 Week Review
S12000008,2011/2012,Ratio,Percent Of Babies,31.34,Breastfed,First Visit
S12000008,2011/2012,Ratio,Percent Of Babies,26.33,Exclusively Breastfed,First Visit
S12000008,2011/2012,Ratio,Percent Of Babies,24.42,Breastfed,6 To 8 Week Review
S12000008,2011/2012,Ratio,Percent Of Babies,18.83,Exclusively Breastfed,6 To 8 Week Review
S12000010,2011/2012,Ratio,Percent Of Babies,55.54,Breastfed,First Visit
S12000010,2011/2012,Ratio,Percent Of Babies,42.6,Exclusively Breastfed,First Visit
S12000010,2011/2012,Ratio,Percent Of Babies,42.29,Breastfed,6 To 8 Week Review
S12000010,2011/2012,Ratio,Percent Of Babies,29.46,Exclusively Breastfed,6 To 8 Week Review
S12000011,2011/2012,Ratio,Percent Of Babies,59.17,Breastfed,First Visit
S12000011,2011/2012,Ratio,Percent Of Babies,44.84,Exclusively Breastfed,First Visit
S12000011,2011/2012,Ratio,Percent Of Babies,47.2,Breastfed,6 To 8 Week Review
S12000011,2011/2012,Ratio,Percent Of Babies,34.98,Exclusively Breastfed,6 To 8 Week Review
S12000013,2011/2012,Ratio,Percent Of Babies,51.07,Breastfed,First Visit
S12000013,2011/2012,Ratio,Percent Of Babies,43.35,Exclusively Breastfed,First Visit
S12000013,2011/2012,Ratio,Percent Of Babies,41.63,Breastfed,6 To 8 Week Review
S12000013,2011/2012,Ratio,Percent Of Babies,33.48,Exclusively Breastfed,6 To 8 Week Review
S12000014,2011/2012,Ratio,Percent Of Babies,37.98,Breastfed,First Visit
S12000014,2011/2012,Ratio,Percent Of Babies,29.56,Exclusively Breastfed,First Visit
S12000014,2011/2012,Ratio,Percent Of Babies,27.52,Breastfed,6 To 8 Week Review
S12000014,2011/2012,Ratio,Percent Of Babies,19.39,Exclusively Breastfed,6 To 8 Week Review
S12000017,2011/2012,Ratio,Percent Of Babies,52.17,Breastfed,First Visit
S12000017,2011/2012,Ratio,Percent Of Babies,42.32,Exclusively Breastfed,First Visit
S12000017,2011/2012,Ratio,Percent Of Babies,40.12,Breastfed,6 To 8 Week Review
S12000017,2011/2012,Ratio,Percent Of Babies,30.72,Exclusively Breastfed,6 To 8 Week Review
S12000018,2011/2012,Ratio,Percent Of Babies,30.37,Breastfed,First Visit
S12000018,2011/2012,Ratio,Percent Of Babies,23.87,Exclusively Breastfed,First Visit
S12000018,2011/2012,Ratio,Percent Of Babies,23.59,Breastfed,6 To 8 Week Review
S12000018,2011/2012,Ratio,Percent Of Babies,16.49,Exclusively Breastfed,6 To 8 Week Review
S12000019,2011/2012,Ratio,Percent Of Babies,42.33,Breastfed,First Visit
S12000019,2011/2012,Ratio,Percent Of Babies,29.81,Exclusively Breastfed,First Visit
S12000019,2011/2012,Ratio,Percent Of Babies,32.01,Breastfed,6 To 8 Week Review
S12000019,2011/2012,Ratio,Percent Of Babies,21.95,Exclusively Breastfed,6 To 8 Week Review
S12000020,2011/2012,Ratio,Percent Of Babies,48.17,Breastfed,First Visit
S12000020,2011/2012,Ratio,Percent Of Babies,41.07,Exclusively Breastfed,First Visit
S12000020,2011/2012,Ratio,Percent Of Babies,38.87,Breastfed,6 To 8 Week Review
S12000020,2011/2012,Ratio,Percent Of Babies,28.28,Exclusively Breastfed,6 To 8 Week Review
S12000021,2011/2012,Ratio,Percent Of Babies,31.64,Breastfed,First Visit
S12000021,2011/2012,Ratio,Percent Of Babies,25.75,Exclusively Breastfed,First Visit
S12000021,2011/2012,Ratio,Percent Of Babies,18.91,Breastfed,6 To 8 Week Review
S12000021,2011/2012,Ratio,Percent Of Babies,13.31,Exclusively Breastfed,6 To 8 Week Review
S12000023,2011/2012,Ratio,Percent Of Babies,72.22,Breastfed,First Visit
S12000023,2011/2012,Ratio,Percent Of Babies,57.58,Exclusively Breastfed,First Visit
S12000023,2011/2012,Ratio,Percent Of Babies,58.86,Breastfed,6 To 8 Week Review
S12000023,2011/2012,Ratio,Percent Of Babies,45.14,Exclusively Breastfed,6 To 8 Week Review
S12000026,2011/2012,Ratio,Percent Of Babies,51.23,Breastfed,First Visit
S12000026,2011/2012,Ratio,Percent Of Babies,39.59,Exclusively Breastfed,First Visit
S12000026,2011/2012,Ratio,Percent Of Babies,44.3,Breastfed,6 To 8 Week Review
S12000026,2011/2012,Ratio,Percent Of Babies,32.4,Exclusively Breastfed,6 To 8 Week Review
S12000027,2011/2012,Ratio,Percent Of Babies,60.16,Breastfed,First Visit
S12000027,2011/2012,Ratio,Percent Of Babies,51.79,Exclusively Breastfed,First Visit
S12000027,2011/2012,Ratio,Percent Of Babies,52.57,Breastfed,6 To 8 Week Review
S12000027,2011/2012,Ratio,Percent Of Babies,41.11,Exclusively Breastfed,6 To 8 Week Review
S12000028,2011/2012,Ratio,Percent Of Babies,37.03,Breastfed,First Visit
S12000028,2011/2012,Ratio,Percent Of Babies,32.05,Exclusively Breastfed,First Visit
S12000028,2011/2012,Ratio,Percent Of Babies,28.54,Breastfed,6 To 8 Week Review
S12000028,2011/2012,Ratio,Percent Of Babies,22.9,Exclusively Breastfed,6 To 8 Week Review
S12000029,2011/2012,Ratio,Percent Of Babies,34.58,Breastfed,First Visit
S12000029,2011/2012,Ratio,Percent Of Babies,28.22,Exclusively Breastfed,First Visit
S12000029,2011/2012,Ratio,Percent Of Babies,27.94,Breastfed,6 To 8 Week Review
S12000029,2011/2012,Ratio,Percent Of Babies,21.72,Exclusively Breastfed,6 To 8 Week Review
S12000030,2011/2012,Ratio,Percent Of Babies,50.79,Breastfed,First Visit
S12000030,2011/2012,Ratio,Percent Of Babies,43.12,Exclusively Breastfed,First Visit
S12000030,2011/2012,Ratio,Percent Of Babies,42.93,Breastfed,6 To 8 Week Review
S12000030,2011/2012,Ratio,Percent Of Babies,35.73,Exclusively Breastfed,6 To 8 Week Review
S12000033,2011/2012,Ratio,Percent Of Babies,60.24,Breastfed,First Visit
S12000033,2011/2012,Ratio,Percent Of Babies,42.24,Exclusively Breastfed,First Visit
S12000033,2011/2012,Ratio,Percent Of Babies,46.94,Breastfed,6 To 8 Week Review
S12000033,2011/2012,Ratio,Percent Of Babies,31.71,Exclusively Breastfed,6 To 8 Week Review
S12000034,2011/2012,Ratio,Percent Of Babies,59.53,Breastfed,First Visit
S12000034,2011/2012,Ratio,Percent Of Babies,45.05,Exclusively Breastfed,First Visit
S12000034,2011/2012,Ratio,Percent Of Babies,44.97,Breastfed,6 To 8 Week Review
S12000034,2011/2012,Ratio,Percent Of Babies,32.06,Exclusively Breastfed,6 To 8 Week Review
S12000035,2011/2012,Ratio,Percent Of Babies,48.68,Breastfed,First Visit
S12000035,2011/2012,Ratio,Percent Of Babies,40.5,Exclusively Breastfed,First Visit
S12000035,2011/2012,Ratio,Percent Of Babies,38.86,Breastfed,6 To 8 Week Review
S12000035,2011/2012,Ratio,Percent Of Babies,28.46,Exclusively Breastfed,6 To 8 Week Review
S12000036,2011/2012,Ratio,Percent Of Babies,71.71,Breastfed,First Visit
S12000036,2011/2012,Ratio,Percent Of Babies,52.93,Exclusively Breastfed,First Visit
S12000036,2011/2012,Ratio,Percent Of Babies,59.9,Breastfed,6 To 8 Week Review
S12000036,2011/2012,Ratio,Percent Of Babies,41.33,Exclusively Breastfed,6 To 8 Week Review
S12000038,2011/2012,Ratio,Percent Of Babies,36.52,Breastfed,First Visit
S12000038,2011/2012,Ratio,Percent Of Babies,26.96,Exclusively Breastfed,First Visit
S12000038,2011/2012,Ratio,Percent Of Babies,28.69,Breastfed,6 To 8 Week Review
S12000038,2011/2012,Ratio,Percent Of Babies,20.72,Exclusively Breastfed,6 To 8 Week Review
S12000039,2011/2012,Ratio,Percent Of Babies,30.64,Breastfed,First Visit
S12000039,2011/2012,Ratio,Percent Of Babies,22.55,Exclusively Breastfed,First Visit
S12000039,2011/2012,Ratio,Percent Of Babies,22.57,Breastfed,6 To 8 Week Review
S12000039,2011/2012,Ratio,Percent Of Babies,14.91,Exclusively Breastfed,6 To 8 Week Review
S12000040,2011/2012,Ratio,Percent Of Babies,45.68,Breastfed,First Visit
S12000040,2011/2012,Ratio,Percent Of Babies,34.74,Exclusively Breastfed,First Visit
S12000040,2011/2012,Ratio,Percent Of Babies,32.53,Breastfed,6 To 8 Week Review
S12000040,2011/2012,Ratio,Percent Of Babies,22.87,Exclusively Breastfed,6 To 8 Week Review
S12000041,2011/2012,Ratio,Percent Of Babies,43.33,Breastfed,First Visit
S12000041,2011/2012,Ratio,Percent Of Babies,35.88,Exclusively Breastfed,First Visit
S12000041,2011/2012,Ratio,Percent Of Babies,33.27,Breastfed,6 To 8 Week Review
S12000041,2011/2012,Ratio,Percent Of Babies,24.93,Exclusively Breastfed,6 To 8 Week Review
S12000042,2011/2012,Ratio,Percent Of Babies,42.08,Breastfed,First Visit
S12000042,2011/2012,Ratio,Percent Of Babies,33.33,Exclusively Breastfed,First Visit
S12000042,2011/2012,Ratio,Percent Of Babies,30.6,Breastfed,6 To 8 Week Review
S12000042,2011/2012,Ratio,Percent Of Babies,21.69,Exclusively Breastfed,6 To 8 Week Review
S12000045,2011/2012,Ratio,Percent Of Babies,51.35,Breastfed,First Visit
S12000045,2011/2012,Ratio,Percent Of Babies,37.39,Exclusively Breastfed,First Visit
S12000045,2011/2012,Ratio,Percent Of Babies,41.6,Breastfed,6 To 8 Week Review
S12000045,2011/2012,Ratio,Percent Of Babies,29.14,Exclusively Breastfed,6 To 8 Week Review
S12000047,2011/2012,Ratio,Percent Of Babies,44.61,Breastfed,First Visit
S12000047,2011/2012,Ratio,Percent Of Babies,36.31,Exclusively Breastfed,First Visit
S12000047,2011/2012,Ratio,Percent Of Babies,33.8,Breastfed,6 To 8 Week Review
S12000047,2011/2012,Ratio,Percent Of Babies,25.25,Exclusively Breastfed,6 To 8 Week Review
S12000048,2011/2012,Ratio,Percent Of Babies,56.54,Breastfed,First Visit
S12000048,2011/2012,Ratio,Percent Of Babies,46.51,Exclusively Breastfed,First Visit
S12000048,2011/2012,Ratio,Percent Of Babies,43.8,Breastfed,6 To 8 Week Review
S12000048,2011/2012,Ratio,Percent Of Babies,32.72,Exclusively Breastfed,6 To 8 Week Review
S12000005,2012/2013,Ratio,Percent Of Babies,30.52,Breastfed,First Visit
S12000005,2012/2013,Ratio,Percent Of Babies,24.11,Exclusively Breastfed,First Visit
S12000005,2012/2013,Ratio,Percent Of Babies,22.75,Breastfed,6 To 8 Week Review
S12000005,2012/2013,Ratio,Percent Of Babies,17.32,Exclusively Breastfed,6 To 8 Week Review
S12000006,2012/2013,Ratio,Percent Of Babies,42.11,Breastfed,First Visit
S12000006,2012/2013,Ratio,Percent Of Babies,31.77,Exclusively Breastfed,First Visit
S12000006,2012/2013,Ratio,Percent Of Babies,31.1,Breastfed,6 To 8 Week Review
S12000006,2012/2013,Ratio,Percent Of Babies,22.21,Exclusively Breastfed,6 To 8 Week Review
S12000008,2012/2013,Ratio,Percent Of Babies,30.02,Breastfed,First Visit
S12000008,2012/2013,Ratio,Percent Of Babies,23.92,Exclusively Breastfed,First Visit
S12000008,2012/2013,Ratio,Percent Of Babies,20.88,Breastfed,6 To 8 Week Review
S12000008,2012/2013,Ratio,Percent Of Babies,15.37,Exclusively Breastfed,6 To 8 Week Review
S12000010,2012/2013,Ratio,Percent Of Babies,53.99,Breastfed,First Visit
S12000010,2012/2013,Ratio,Percent Of Babies,38.57,Exclusively Breastfed,First Visit
S12000010,2012/2013,Ratio,Percent Of Babies,40.11,Breastfed,6 To 8 Week Review
S12000010,2012/2013,Ratio,Percent Of Babies,29,Exclusively Breastfed,6 To 8 Week Review
S12000011,2012/2013,Ratio,Percent Of Babies,57.23,Breastfed,First Visit
S12000011,2012/2013,Ratio,Percent Of Babies,41.82,Exclusively Breastfed,First Visit
S12000011,2012/2013,Ratio,Percent Of Babies,46.1,Breastfed,6 To 8 Week Review
S12000011,2012/2013,Ratio,Percent Of Babies,34.21,Exclusively Breastfed,6 To 8 Week Review
S12000013,2012/2013,Ratio,Percent Of Babies,47.03,Breastfed,First Visit
S12000013,2012/2013,Ratio,Percent Of Babies,40.18,Exclusively Breastfed,First Visit
S12000013,2012/2013,Ratio,Percent Of Babies,35.11,Breastfed,6 To 8 Week Review
S12000013,2012/2013,Ratio,Percent Of Babies,27.11,Exclusively Breastfed,6 To 8 Week Review
S12000014,2012/2013,Ratio,Percent Of Babies,37.95,Breastfed,First Visit
S12000014,2012/2013,Ratio,Percent Of Babies,29.51,Exclusively Breastfed,First Visit
S12000014,2012/2013,Ratio,Percent Of Babies,27.87,Breastfed,6 To 8 Week Review
S12000014,2012/2013,Ratio,Percent Of Babies,19.38,Exclusively Breastfed,6 To 8 Week Review
S12000017,2012/2013,Ratio,Percent Of Babies,52.9,Breastfed,First Visit
S12000017,2012/2013,Ratio,Percent Of Babies,42.03,Exclusively Breastfed,First Visit
S12000017,2012/2013,Ratio,Percent Of Babies,41.23,Breastfed,6 To 8 Week Review
S12000017,2012/2013,Ratio,Percent Of Babies,32.06,Exclusively Breastfed,6 To 8 Week Review
S12000018,2012/2013,Ratio,Percent Of Babies,25.64,Breastfed,First Visit
S12000018,2012/2013,Ratio,Percent Of Babies,19.23,Exclusively Breastfed,First Visit
S12000018,2012/2013,Ratio,Percent Of Babies,18.12,Breastfed,6 To 8 Week Review
S12000018,2012/2013,Ratio,Percent Of Babies,12.13,Exclusively Breastfed,6 To 8 Week Review
S12000019,2012/2013,Ratio,Percent Of Babies,46.95,Breastfed,First Visit
S12000019,2012/2013,Ratio,Percent Of Babies,34.35,Exclusively Breastfed,First Visit
S12000019,2012/2013,Ratio,Percent Of Babies,34.02,Breastfed,6 To 8 Week Review
S12000019,2012/2013,Ratio,Percent Of Babies,24.27,Exclusively Breastfed,6 To 8 Week Review
S12000020,2012/2013,Ratio,Percent Of Babies,48,Breastfed,First Visit
S12000020,2012/2013,Ratio,Percent Of Babies,41.12,Exclusively Breastfed,First Visit
S12000020,2012/2013,Ratio,Percent Of Babies,38.38,Breastfed,6 To 8 Week Review
S12000020,2012/2013,Ratio,Percent Of Babies,29.93,Exclusively Breastfed,6 To 8 Week Review
S12000021,2012/2013,Ratio,Percent Of Babies,31,Breastfed,First Visit
S12000021,2012/2013,Ratio,Percent Of Babies,24.83,Exclusively Breastfed,First Visit
S12000021,2012/2013,Ratio,Percent Of Babies,20.99,Breastfed,6 To 8 Week Review
S12000021,2012/2013,Ratio,Percent Of Babies,15.35,Exclusively Breastfed,6 To 8 Week Review
S12000023,2012/2013,Ratio,Percent Of Babies,63.13,Breastfed,First Visit
S12000023,2012/2013,Ratio,Percent Of Babies,46.46,Exclusively Breastfed,First Visit
S12000023,2012/2013,Ratio,Percent Of Babies,55.62,Breastfed,6 To 8 Week Review
S12000023,2012/2013,Ratio,Percent Of Babies,32.02,Exclusively Breastfed,6 To 8 Week Review
S12000026,2012/2013,Ratio,Percent Of Babies,51.84,Breastfed,First Visit
S12000026,2012/2013,Ratio,Percent Of Babies,41.19,Exclusively Breastfed,First Visit
S12000026,2012/2013,Ratio,Percent Of Babies,42.46,Breastfed,6 To 8 Week Review
S12000026,2012/2013,Ratio,Percent Of Babies,32.74,Exclusively Breastfed,6 To 8 Week Review
S12000027,2012/2013,Ratio,Percent Of Babies,67.38,Breastfed,First Visit
S12000027,2012/2013,Ratio,Percent Of Babies,52.84,Exclusively Breastfed,First Visit
S12000027,2012/2013,Ratio,Percent Of Babies,53.65,Breastfed,6 To 8 Week Review
S12000027,2012/2013,Ratio,Percent Of Babies,42.7,Exclusively Breastfed,6 To 8 Week Review
S12000028,2012/2013,Ratio,Percent Of Babies,38.84,Breastfed,First Visit
S12000028,2012/2013,Ratio,Percent Of Babies,32.37,Exclusively Breastfed,First Visit
S12000028,2012/2013,Ratio,Percent Of Babies,28.28,Breastfed,6 To 8 Week Review
S12000028,2012/2013,Ratio,Percent Of Babies,22.19,Exclusively Breastfed,6 To 8 Week Review
S12000029,2012/2013,Ratio,Percent Of Babies,35.71,Breastfed,First Visit
S12000029,2012/2013,Ratio,Percent Of Babies,27.69,Exclusively Breastfed,First Visit
S12000029,2012/2013,Ratio,Percent Of Babies,25.88,Breastfed,6 To 8 Week Review
S12000029,2012/2013,Ratio,Percent Of Babies,19.46,Exclusively Breastfed,6 To 8 Week Review
S12000030,2012/2013,Ratio,Percent Of Babies,53.82,Breastfed,First Visit
S12000030,2012/2013,Ratio,Percent Of Babies,43.89,Exclusively Breastfed,First Visit
S12000030,2012/2013,Ratio,Percent Of Babies,43.31,Breastfed,6 To 8 Week Review
S12000030,2012/2013,Ratio,Percent Of Babies,35.59,Exclusively Breastfed,6 To 8 Week Review
S12000033,2012/2013,Ratio,Percent Of Babies,62.59,Breastfed,First Visit
S12000033,2012/2013,Ratio,Percent Of Babies,43.46,Exclusively Breastfed,First Visit
S12000033,2012/2013,Ratio,Percent Of Babies,49.29,Breastfed,6 To 8 Week Review
S12000033,2012/2013,Ratio,Percent Of Babies,33.45,Exclusively Breastfed,6 To 8 Week Review
S12000034,2012/2013,Ratio,Percent Of Babies,56.94,Breastfed,First Visit
S12000034,2012/2013,Ratio,Percent Of Babies,42.72,Exclusively Breastfed,First Visit
S12000034,2012/2013,Ratio,Percent Of Babies,43.78,Breastfed,6 To 8 Week Review
S12000034,2012/2013,Ratio,Percent Of Babies,32.23,Exclusively Breastfed,6 To 8 Week Review
S12000035,2012/2013,Ratio,Percent Of Babies,51.13,Breastfed,First Visit
S12000035,2012/2013,Ratio,Percent Of Babies,40.96,Exclusively Breastfed,First Visit
S12000035,2012/2013,Ratio,Percent Of Babies,39.88,Breastfed,6 To 8 Week Review
S12000035,2012/2013,Ratio,Percent Of Babies,31.31,Exclusively Breastfed,6 To 8 Week Review
S12000036,2012/2013,Ratio,Percent Of Babies,71.56,Breastfed,First Visit
S12000036,2012/2013,Ratio,Percent Of Babies,51.37,Exclusively Breastfed,First Visit
S12000036,2012/2013,Ratio,Percent Of Babies,58.29,Breastfed,6 To 8 Week Review
S12000036,2012/2013,Ratio,Percent Of Babies,41.64,Exclusively Breastfed,6 To 8 Week Review
S12000038,2012/2013,Ratio,Percent Of Babies,35.96,Breastfed,First Visit
S12000038,2012/2013,Ratio,Percent Of Babies,24.18,Exclusively Breastfed,First Visit
S12000038,2012/2013,Ratio,Percent Of Babies,27.81,Breastfed,6 To 8 Week Review
S12000038,2012/2013,Ratio,Percent Of Babies,18.75,Exclusively Breastfed,6 To 8 Week Review
S12000039,2012/2013,Ratio,Percent Of Babies,29.32,Breastfed,First Visit
S12000039,2012/2013,Ratio,Percent Of Babies,20.98,Exclusively Breastfed,First Visit
S12000039,2012/2013,Ratio,Percent Of Babies,19.39,Breastfed,6 To 8 Week Review
S12000039,2012/2013,Ratio,Percent Of Babies,13.98,Exclusively Breastfed,6 To 8 Week Review
S12000040,2012/2013,Ratio,Percent Of Babies,44.48,Breastfed,First Visit
S12000040,2012/2013,Ratio,Percent Of Babies,35.26,Exclusively Breastfed,First Visit
S12000040,2012/2013,Ratio,Percent Of Babies,33.17,Breastfed,6 To 8 Week Review
S12000040,2012/2013,Ratio,Percent Of Babies,23.19,Exclusively Breastfed,6 To 8 Week Review
S12000041,2012/2013,Ratio,Percent Of Babies,44.85,Breastfed,First Visit
S12000041,2012/2013,Ratio,Percent Of Babies,37.51,Exclusively Breastfed,First Visit
S12000041,2012/2013,Ratio,Percent Of Babies,34.75,Breastfed,6 To 8 Week Review
S12000041,2012/2013,Ratio,Percent Of Babies,26.06,Exclusively Breastfed,6 To 8 Week Review
S12000042,2012/2013,Ratio,Percent Of Babies,42.32,Breastfed,First Visit
S12000042,2012/2013,Ratio,Percent Of Babies,33.23,Exclusively Breastfed,First Visit
S12000042,2012/2013,Ratio,Percent Of Babies,30.72,Breastfed,6 To 8 Week Review
S12000042,2012/2013,Ratio,Percent Of Babies,21.76,Exclusively Breastfed,6 To 8 Week Review
S12000045,2012/2013,Ratio,Percent Of Babies,54.78,Breastfed,First Visit
S12000045,2012/2013,Ratio,Percent Of Babies,39.85,Exclusively Breastfed,First Visit
S12000045,2012/2013,Ratio,Percent Of Babies,42.65,Breastfed,6 To 8 Week Review
S12000045,2012/2013,Ratio,Percent Of Babies,30.43,Exclusively Breastfed,6 To 8 Week Review
S12000047,2012/2013,Ratio,Percent Of Babies,45.13,Breastfed,First Visit
S12000047,2012/2013,Ratio,Percent Of Babies,35.33,Exclusively Breastfed,First Visit
S12000047,2012/2013,Ratio,Percent Of Babies,32.25,Breastfed,6 To 8 Week Review
S12000047,2012/2013,Ratio,Percent Of Babies,23.47,Exclusively Breastfed,6 To 8 Week Review
S12000048,2012/2013,Ratio,Percent Of Babies,57.66,Breastfed,First Visit
S12000048,2012/2013,Ratio,Percent Of Babies,45.07,Exclusively Breastfed,First Visit
S12000048,2012/2013,Ratio,Percent Of Babies,43.31,Breastfed,6 To 8 Week Review
S12000048,2012/2013,Ratio,Percent Of Babies,31.97,Exclusively Breastfed,6 To 8 Week Review
S12000005,2013/2014,Ratio,Percent Of Babies,31.67,Breastfed,First Visit
S12000005,2013/2014,Ratio,Percent Of Babies,23.42,Exclusively Breastfed,First Visit
S12000005,2013/2014,Ratio,Percent Of Babies,22.84,Breastfed,6 To 8 Week Review
S12000005,2013/2014,Ratio,Percent Of Babies,18.43,Exclusively Breastfed,6 To 8 Week Review
S12000006,2013/2014,Ratio,Percent Of Babies,43.29,Breastfed,First Visit
S12000006,2013/2014,Ratio,Percent Of Babies,33.02,Exclusively Breastfed,First Visit
S12000006,2013/2014,Ratio,Percent Of Babies,32.68,Breastfed,6 To 8 Week Review
S12000006,2013/2014,Ratio,Percent Of Babies,23.04,Exclusively Breastfed,6 To 8 Week Review
S12000008,2013/2014,Ratio,Percent Of Babies,32.78,Breastfed,First Visit
S12000008,2013/2014,Ratio,Percent Of Babies,25.4,Exclusively Breastfed,First Visit
S12000008,2013/2014,Ratio,Percent Of Babies,23.61,Breastfed,6 To 8 Week Review
S12000008,2013/2014,Ratio,Percent Of Babies,17.24,Exclusively Breastfed,6 To 8 Week Review
S12000010,2013/2014,Ratio,Percent Of Babies,57.82,Breastfed,First Visit
S12000010,2013/2014,Ratio,Percent Of Babies,42.27,Exclusively Breastfed,First Visit
S12000010,2013/2014,Ratio,Percent Of Babies,44.39,Breastfed,6 To 8 Week Review
S12000010,2013/2014,Ratio,Percent Of Babies,30.84,Exclusively Breastfed,6 To 8 Week Review
S12000011,2013/2014,Ratio,Percent Of Babies,57.81,Breastfed,First Visit
S12000011,2013/2014,Ratio,Percent Of Babies,39.91,Exclusively Breastfed,First Visit
S12000011,2013/2014,Ratio,Percent Of Babies,45.29,Breastfed,6 To 8 Week Review
S12000011,2013/2014,Ratio,Percent Of Babies,32.18,Exclusively Breastfed,6 To 8 Week Review
S12000013,2013/2014,Ratio,Percent Of Babies,50,Breastfed,First Visit
S12000013,2013/2014,Ratio,Percent Of Babies,39.92,Exclusively Breastfed,First Visit
S12000013,2013/2014,Ratio,Percent Of Babies,40.54,Breastfed,6 To 8 Week Review
S12000013,2013/2014,Ratio,Percent Of Babies,32.43,Exclusively Breastfed,6 To 8 Week Review
S12000014,2013/2014,Ratio,Percent Of Babies,36.96,Breastfed,First Visit
S12000014,2013/2014,Ratio,Percent Of Babies,27.49,Exclusively Breastfed,First Visit
S12000014,2013/2014,Ratio,Percent Of Babies,26.5,Breastfed,6 To 8 Week Review
S12000014,2013/2014,Ratio,Percent Of Babies,19.75,Exclusively Breastfed,6 To 8 Week Review
S12000017,2013/2014,Ratio,Percent Of Babies,52.38,Breastfed,First Visit
S12000017,2013/2014,Ratio,Percent Of Babies,41.47,Exclusively Breastfed,First Visit
S12000017,2013/2014,Ratio,Percent Of Babies,40.67,Breastfed,6 To 8 Week Review
S12000017,2013/2014,Ratio,Percent Of Babies,31.44,Exclusively Breastfed,6 To 8 Week Review
S12000018,2013/2014,Ratio,Percent Of Babies,27.26,Breastfed,First Visit
